"SOURCE","TARGET"
"Hate It Or Love It","Dr. Dre"
"Hate It Or Love It","Jayceon Taylor"
"Hate It Or Love It","Curtis Jackson"
"Hate It Or Love It","Andre Lyon"
"Hate It Or Love It","Marcello Valenzano"
"Locked Away","R. City"
"Locked Away","Adam Levine"
"Locked Away","Dr. Luke"
"Locked Away","Cirkut"
"Locked Away","Theron Thomas"
"Locked Away","Timothy Thomas"
"Locked Away","Lukasz Gottwald"
"Locked Away","Henry Walter"
"Locked Away","Toni Tennille"
"Hold My Hand","Michael Jackson"
"Hold My Hand","Akon"
"Hold My Hand","Akon"
"Hold My Hand","Giorgio Tuinfort"
"Hold My Hand","Michael Jackson (co-producer)"
"Hold My Hand","Aliaune Thiam"
"Hold My Hand","Giorgio Tuinfort"
"Hold My Hand","Claude Kelly"
"Old Town Road","Lil Nas X"
"Old Town Road","Billy Ray Cyrus"
"Old Town Road","YoungKio"
"Old Town Road","Trent Reznor"
"Old Town Road","Atticus Ross"
"Old Town Road","Montero Hill"
"Old Town Road","Trent Reznor"
"Old Town Road","Aticus Ross"
"Old Town Road","Kiowa Roukema"
"Wild Thoughts","DJ Khaled"
"Wild Thoughts","Rihanna"
"Wild Thoughts","Bryson TIller"
"Wild Thoughts","PartyNextDoor"
"Wild Thoughts","Jahron Braithwaite"
"Wild Thoughts","Khaled Khaled"
"Wild Thoughts","Robyn Fenty"
"Wild Thoughts","Bryson Tiller"
"Wild Thoughts","Jerry Duplessis"
"Wild Thoughts","Wyclef Jean"
"Wild Thoughts","David McRae"
"Wild Thoughts","Marvin Moore-Hough"
"Wild Thoughts","Carlos Santana"
"Lose Control","Missy Elliott"
"Lose Control","Ciara"
"Lose Control","Fat Man Scoop"
"Lose Control","Missy Elliott"
"Lose Control","Melissa Elliott"
"Lose Control","Ciara Harris"
"Lose Control","Isaac Freeman"
"Where Are U Now","Skrillex"
"Where Are U Now","Diplo"
"Where Are U Now","Justin Bieber"
"Where Are U Now","BloodPop"
"Where Are U Now","Skrillex"
"Where Are U Now","Justin Bieber"
"Where Are U Now","Michael Tucker"
"Where Are U Now","Sonny Moore"
"Where Are U Now","Justin Tranter"
"Where Are U Now","Julia Michaels"
"Tonight (I'm Lovin' You)","Enrique Iglesias"
"Tonight (I'm Lovin' You)","Ludacris"
"Tonight (I'm Lovin' You)","DJ Frank E"
"Tonight (I'm Lovin' You)","DJ Frank E"
"Tonight (I'm Lovin' You)","Enrique Iglesias"
"Tonight (I'm Lovin' You)","Jacob Luttrell"
"Tonight (I'm Lovin' You)","Lauren Christy"
"Tonight (I'm Lovin' You)","Christopher Bridges"
"Move B***h","Ludacris"
"Move B***h","Mystikal"
"Move B***h","Infamous 2.0"
"Move B***h","KLC"
"Move B***h","Jonathan Smith"
"Move B***h","Michael Tyler"
"Move B***h","Bobby Sandimanie"
"Move B***h","Craig Lawson"
"Where Is The Love?","The Black Eyed Peas"
"Where Is The Love?","Justin Timberlake"
"Where Is The Love?","Will.i.am"
"Where Is The Love?","Ron Fair"
"Where Is The Love?","William Adams"
"Where Is The Love?","apl.de.ap"
"Where Is The Love?","Taboo"
"Where Is The Love?","Justin Timberlake"
"Where Is The Love?","Printz Board"
"Where Is The Love?","Michael Fratantuno"
"Where Is The Love?","George Pajon"
"Mrs. Officer","Lil Wayne"
"Mrs. Officer","Bobby Valentino"
"Mrs. Officer","Kidd Kidd"
"Mrs. Officer","Deezle"
"Mrs. Officer","Dwayne Carter"
"Mrs. Officer","Robert Wilson"
"Mrs. Officer","Darius Harrison"
"Mrs. Officer","Curtis Stewart"
"Wild Wild West","Will Smith"
"Wild Wild West","Mystikal"
"Wild Wild West","Kool Mo Dee"
"Wild Wild West","Rob Fusari"
"Wild Wild West","Kool Moe Dee"
"Wild Wild West","Rob Fusari"
"Wild Wild West","Will Smith"
"Wild Wild West","Stevie Wonder"
"Turn Down For What","DJ Snake"
"Turn Down For What","Lil Jon"
"Turn Down For What","DJ Snake"
"Turn Down For What","Lil Jon"
"Turn Down For What","Tchami"
"Turn Down For What","William Grigahcine"
"Turn Down For What","Steve Guess"
"Turn Down For What","Jonathan Smith"
"Turn Down For What","Martin Bresso"
"Never Forget You","Zara Larsson"
"Never Forget You","MNEK"
"Never Forget You","MNEK"
"Never Forget You","Astronomyy"
"Never Forget You","Uzoechi Emenike"
"Never Forget You","Zara Larsson"
"Never Forget You","Arron Davey"
"Ms. New Booty","Bubba Sparxxx"
"Ms. New Booty","Yin Yang Twins"
"Ms. New Booty","Mr.Collipark"
"Ms. New Booty","Mr. Collipark"
"Ms. New Booty","Michael Crooms, Deongelo Holmes, Eric Jackson,  Warren Anderson Mathis"
"Time Of Our Lives","Pitbull"
"Time Of Our Lives","Ne-Yo"
"Time Of Our Lives","Dr. Luke"
"Time Of Our Lives","Cirkut"
"Time Of Our Lives","Lifted"
"Time Of Our Lives","Michael ""Freakin"" Everett (melody)"
"Time Of Our Lives","Armando C. Pérez"
"Time Of Our Lives","Lukasz Gottwald"
"Time Of Our Lives","Henry Walter"
"Time Of Our Lives","Shaffer Smith"
"Time Of Our Lives","Vinay Rao"
"Time Of Our Lives","Stephan Taft"
"Time Of Our Lives","Michael ""Freakin"" Everett"
"ZEZE","Kodak Black"
"ZEZE","Travis Scott"
"ZEZE","Offset"
"ZEZE","D. A. Doman"
"ZEZE","Bill Kapri"
"ZEZE","Jacques Webster II"
"ZEZE","Kiari Cephus"
"ZEZE","David Doman"
"ZEZE","Christina Gandy-Rodgers"
"ZEZE","Justin Thomas"
"ZEZE","Marcus Prince"
"Grillz","Nelly"
"Grillz","Paul Wall"
"Grillz","Ali"
"Grillz","Gipp"
"Grillz","Jermaine Dupri"
"Grillz","Cornell Haynes, Jr."
"Grillz","Jermaine Mauldin"
"Grillz","Ali Jones"
"Grillz","Cameron Gipp"
"Grillz","James Phillips"
"Grillz","Paul Slayton"
"Grillz","Beyoncé Knowles"
"Grillz","Kelendria Rowland"
"Grillz","Tenitra Williams"
"Grillz","Garrett Hamler"
"Grillz","Rich Harrison"
"G.D.F.R.","Flo Rida"
"G.D.F.R.","Sage the Gemini"
"G.D.F.R.","Lookas"
"G.D.F.R.","DJ Frank E"
"G.D.F.R.","Andrew Cedar"
"G.D.F.R.","Lookas"
"G.D.F.R.","Miles Beard"
"G.D.F.R.","Tramar Dillard"
"G.D.F.R.","Dominic Woods"
"G.D.F.R.","Lucas Rego"
"G.D.F.R.","Mike Caren"
"G.D.F.R.","Andrew Cedar"
"G.D.F.R.","Charles W. Miller"
"G.D.F.R.","Gerald Goldstein"
"G.D.F.R.","Harold Brown"
"G.D.F.R.","Howard E. Scott"
"G.D.F.R.","Justin Franks"
"G.D.F.R.","Lee Oskar"
"G.D.F.R.","Leroy L. Jordan"
"G.D.F.R.","B.B. Morris Dickerson"
"G.D.F.R.","Sylvester Allen"
"What You Want","DMX"
"What You Want","Sisqo"
"What You Want","Nokio the N-Tity"
"What You Want","Earl Simmons"
"What You Want","Mark Andrews"
"What You Want","Tamir Ruffin"
"What You Want","Phillip Weatherspoon"
"Lollipop","Lil Wayne"
"Lollipop","Static Major"
"Lollipop","Deezle"
"Lollipop","Jim Jonsin"
"Lollipop","Dwayne Carter"
"Lollipop","Stephen Garrett"
"Lollipop","Darius Harrison"
"Lollipop","Jim Jonsin"
"Lollipop","Rex Zamor"
"Lollipop","Marcus Cooper"
"Young, Wild & Free","Snoop Dogg"
"Young, Wild & Free","Wiz Khalifa"
"Young, Wild & Free","Bruno Mars"
"Young, Wild & Free","The Smeezingtons"
"Young, Wild & Free","Calvin Broadus"
"Young, Wild & Free","Cameron Thomaz"
"Young, Wild & Free","Peter Hernandez"
"Young, Wild & Free","Philip Lawrence"
"Young, Wild & Free","Ari Levine"
"Young, Wild & Free","Christopher Brown"
"Young, Wild & Free","Ted Bluechel"
"Young, Wild & Free","Marlon Barrow"
"Young, Wild & Free","Tyrone Griffin"
"Young, Wild & Free","Nye Lee"
"Young, Wild & Free","Marquise Newman"
"Young, Wild & Free","Max Bennet"
"Young, Wild & Free","Larry Carlton"
"Young, Wild & Free","John Guerin"
"Young, Wild & Free","Joe Sample"
"Young, Wild & Free","Tom Scott"
"Hips Don't Lie","Shakira"
"Hips Don't Lie","Wyclef Jean"
"Hips Don't Lie","Shakira"
"Hips Don't Lie","Jerry Duplessis"
"Hips Don't Lie","Wyclef Jean"
"Hips Don't Lie","Shakira"
"Hips Don't Lie","Wyclef Jean"
"Hips Don't Lie","Omar Alfanno"
"Hips Don't Lie","Latavia Parker"
"Hips Don't Lie","Luis Dias"
"Hips Don't Lie","Jerry Duplessis"
"Hips Don't Lie","Archi Pena"
"It's Gonna Be Me","N Sync"
"It's Gonna Be Me","Rami"
"It's Gonna Be Me","Max Martin"
"It's Gonna Be Me","Andreas Carlsson"
"It's Gonna Be Me","Rami"
"Get Busy","Sean Paul"
"Get Busy","Steven Marsden"
"Get Busy","Sean Paul Henriques"
"Get Busy","Steven ""Lenky"" Marsden"
"Hotel","Cassidy"
"Hotel","R.Kelly"
"Hotel","Swizz Beatz"
"Hotel","Robert Kelly"
"Hotel","Barry Reese"
"Hotel","Kasseem Dean"
"Hotel","B. Edwards"
"Hotel","N. Rodgers"
"Hollaback Girl","Gwen Stefani"
"Hollaback Girl","The Neptunes"
"Hollaback Girl","Gwen Stefani"
"Hollaback Girl","Pharrell Williams"
"Hollaback Girl","Chad Hugo"
"Moment 4 Life","Nicki Minaj"
"Moment 4 Life","Drake"
"Moment 4 Life","T-Minus"
"Moment 4 Life","Onika Maraj"
"Moment 4 Life","Aubrey Graham"
"Moment 4 Life","Nikhil Seetharam"
"Moment 4 Life","Tyler Williams"
"Good Feeling","Flo Rida"
"Good Feeling","Dr. Luke"
"Good Feeling","Cirkut"
"Good Feeling","Etta James"
"Good Feeling","Flo Rida"
"Good Feeling","Tim Bergling"
"Good Feeling","Arash Pournouri"
"Good Feeling","Breyan Isaac"
"Good Feeling","Cirkut"
"Good Feeling","Leroy Kirkland"
"Good Feeling","Dr. Luke"
"Good Feeling","Pearl Woods"
"Mo Bamba","Sheck Wes"
"Mo Bamba","16yrold"
"Mo Bamba","Take a Daytrip"
"Mo Bamba","Khadimou Fall"
"Mo Bamba","Jerry Cruz"
"Mo Bamba","Denzel Baptise"
"Mo Bamba","David Biral"
"I'm Yours","Elvis Presley"
"I'm Yours","Steve Sholes"
"I'm Yours","Joseph Lilley"
"I'm Yours","Don Robertson"
"I'm Yours","Hal Blair"
"Give It To Me","The Mob"
"Give It To Me","Jim Holvay"
"Give It To Me","Mike Sistak"
"Give It To Me","Al Herrera"
"Give It To Me","Jimmy Ford"
"Give It To Me","Jerry Ross"
"Give It To Me","Gary Biesbier"
"Give It To Me","James Holvay"
"I Don't Wanna Fight (From ""What's Love Got To Do With It"")","Tina Turner"
"I Don't Wanna Fight (From ""What's Love Got To Do With It"")","Chris Lord-Alge"
"I Don't Wanna Fight (From ""What's Love Got To Do With It"")","Roger Davies"
"I Don't Wanna Fight (From ""What's Love Got To Do With It"")","Lulu"
"I Don't Wanna Fight (From ""What's Love Got To Do With It"")","Billy Lawrie"
"I Don't Wanna Fight (From ""What's Love Got To Do With It"")","Steve DuBerry"
"Hit 'Em Up Style (Oops!)","Blu Cantrell"
"Hit 'Em Up Style (Oops!)","Dallas Austin"
"Hit 'Em Up Style (Oops!)","Dallas Austin"
"Love In This Club","Usher"
"Love In This Club","Young Jeezy"
"Love In This Club","Polow da Don"
"Love In This Club","Usher Raymond"
"Love In This Club","Polow da Don"
"Love In This Club","Young Jeezy"
"Love In This Club","Lamar Taylor"
"Love In This Club","Ryon Lovett"
"Love In This Club","Keith Thomas"
"Love In This Club","Darnell Dalton"
"Me, Myself & I","G-Eazy"
"Me, Myself & I","Bebe Rexha"
"Me, Myself & I","Bleta Rexha"
"Me, Myself & I","Michael Keenan"
"Me, Myself & I","Blete Rexha"
"Me, Myself & I","Thomas Barnes"
"Me, Myself & I","Gerald Gillum"
"Me, Myself & I","Lauren Christy"
"Me, Myself & I","Michael Keenan"
"Me, Myself & I","Ben Kohn"
"Me, Myself & I","Christoph Andersson"
"Me, Myself & I","Peter Kelleher"
"Love On The Brain","Rihanna"
"Love On The Brain","Fred Ball"
"Love On The Brain","Fred Ball"
"Love On The Brain","Joseph Angel"
"Love On The Brain","Robyn Fenty"
"Heartbreak Hotel","The Jacksons"
"Heartbreak Hotel","The Jacksons"
"Heartbreak Hotel","Michael Jackson"
"Hold You Tight","Tara Kemp"
"Hold You Tight","Jake Smith"
"Hold You Tight","Tuhin Roy"
"Hold You Tight","Jake Smith"
"Hold You Tight","Tuhin Roy"
"Hold You Tight","William Hammond"
"Hip Hop Hooray","Naughty By Nature"
"Hip Hop Hooray","DJ Kay Gee"
"Hip Hop Hooray","Ronald Isley"
"Hip Hop Hooray","Chris Jasper"
"Hip Hop Hooray","O'Kelly Isley Jr."
"Hip Hop Hooray","Marvin Isley"
"Hip Hop Hooray","Vincent Brown"
"Hip Hop Hooray","Anthony Chriss"
"Hip Hop Hooray","Keir Gist"
"Hip Hop Hooray","Ernie Isley"
"London Bridge","Fergie"
"London Bridge","Polow da Don"
"London Bridge","Stacy Ferguson"
"London Bridge","Jamal Jones"
"London Bridge","Sean Garrett"
"London Bridge","Mike Hartnett"
"Makes Me Wonder","Maroon 5"
"Makes Me Wonder","Mark Endert"
"Makes Me Wonder","Maroon 5"
"Makes Me Wonder","Adam Levine"
"Makes Me Wonder","Jesse Carmichael"
"Makes Me Wonder","Mickey Madden"
"Just Give Me A Reason","P!nk"
"Just Give Me A Reason","Nate Reuss"
"Just Give Me A Reason","Jeff Bhasker"
"Just Give Me A Reason","Pink"
"Just Give Me A Reason","Jeff Bhasker"
"Just Give Me A Reason","Nate Ruess"
"I Don't Mind","James Brown"
"I Don't Mind","The Famous Flames"
"I Don't Mind","Gene Redd"
"I Don't Mind","James Brown"
"O.P.P.","Naughty By Nature"
"O.P.P.","Naughty by Nature"
"O.P.P.","Vincent Brown"
"O.P.P.","Anthony Criss"
"O.P.P.","Keir Gist"
"O.P.P.","The Corporation"
"O.P.P.","Herb Rooney"
"Gotta Tell You","Samantha Mumba"
"Gotta Tell You","Bag & Arnthor"
"Gotta Tell You","Anders Bagge"
"Gotta Tell You","Arnthor Birgisson"
"Gotta Tell You","Samantha Mumba"
"My Humps","The Black Eyed Peas"
"My Humps","will.i.am"
"My Humps","William Adams"
"My Humps","David Payton"
"Lights","Ellie Goulding"
"Lights","Richard ""Biff"" Stannard"
"Lights","Ash Howes"
"Lights","Ellie Goulding"
"Lights","Richard Stannard"
"Lights","Ash Howes"
"Glad You Came","The Wanted"
"Glad You Came","Steve Mac"
"Glad You Came","Steve Mac"
"Glad You Came","Wayne Hector"
"Glad You Came","Ed Drewett"
"Fallin'","Connie Francis"
"Fallin'","Morty Kraft"
"Fallin'","Neil Sedaka"
"Fallin'","Howard Greenfield"
"Finally","T.G. Sheppard"
"Finally","Buddy Killen"
"Finally","Gary Chapman"
"I Don't Have The Heart","James Ingram"
"I Don't Have The Heart","Thom Bell"
"I Don't Have The Heart","James Ingram"
"I Don't Have The Heart","Allan Rich"
"I Don't Have The Heart","Jud Friedman"
"Have I Told You Lately","Rod Stewart"
"Have I Told You Lately","Van Morrison"
"Have I Told You Lately","Van Morrison"
"Never Lie","Immature"
"Never Lie","Claudio Cueni"
"Never Lie","Chris Stokes"
"Never Lie","Claudio Cueni"
"Never Lie","Chris Stokes"
"Everytime We Touch","Cascada"
"Everytime We Touch","Manuel ""Manian"" Reuter"
"Everytime We Touch","Yann ""Yanou"" Peifer"
"Everytime We Touch","Stuart Mackilliop"
"Everytime We Touch","Maggie Reilly"
"Everytime We Touch","Peter Risavy"
"F**kin' Perfect","P!nk"
"F**kin' Perfect","Max Martin"
"F**kin' Perfect","Shellback"
"F**kin' Perfect","Alicia Moore"
"F**kin' Perfect","Max Martin"
"F**kin' Perfect","Karl Schuster"
"I'm The Only One","Glee Cast"
"I'm The Only One","Noah Puckerman"
"I'm The Only One","Hugh Padgham"
"I'm The Only One","Melissa Ethridge"
"I'm The Only One","Melissa Ethridge"
"Kiss From A Rose","Seal"
"Kiss From A Rose","Trevor Horn"
"Kiss From A Rose","Henry Samuel"
"Loungin","LL Cool J"
"Loungin","Rashad ""Ringo"" Smith"
"Loungin","LL Cool J"
"Loungin","Trackmasters (Remix)"
"Loungin","James Smith"
"Loungin","Rashad ""Ringo"" Smith"
"Loungin","Albert Brown"
"Loungin","Kyle West (album version)"
"Loungin","Samuel Barnes"
"Loungin","Jean-Claude Olivier"
"Loungin","Leonard White"
"Loungin","Bernard Wright (remix)"
"It's Not Right But It's Okay","Whitney Houston"
"It's Not Right But It's Okay","Darkchild"
"It's Not Right But It's Okay","LaShawn Daniels"
"It's Not Right But It's Okay","Rodney Jerkins"
"It's Not Right But It's Okay","Fred Jerkins III"
"It's Not Right But It's Okay","Isaac Phillips"
"It's Not Right But It's Okay","Toni Estes"
"It's Not Right But It's Okay","Whitney Houston"
"Just A Lil Bit","50 Cent"
"Just A Lil Bit","Scott Storch"
"Just A Lil Bit","Curtis Jackson"
"Just A Lil Bit","Scott Storch"
"I'm N Luv (Wit A Stripper)","T-Pain"
"I'm N Luv (Wit A Stripper)","Mike Jones"
"I'm N Luv (Wit A Stripper)","T-Pain"
"I'm N Luv (Wit A Stripper)","Faheem Najm"
"I'm N Luv (Wit A Stripper)","Mike Jones"
"Irreplaceable","Beyonce"
"Irreplaceable","Stargate"
"Irreplaceable","Beyoncé Knowles"
"Irreplaceable","Ne-Yo"
"Irreplaceable","Mikkel S. Eriksen"
"Irreplaceable","Tor Erik Hermansen"
"Irreplaceable","Espen Lind"
"Irreplaceable","Amund Bjorklund"
"Irreplaceable","Beyonce Knowles"
"Irreplaceable","Shaffer 'Ne-Yo' Smith"
"Let You Down","NF"
"Let You Down","David Garcia"
"Let You Down","Profitt"
"Let You Down","Nate Feuerstein"
"Let You Down","Tommee Profitt"
"I Wanna Sex You Up (From ""New Jack City"")","Color Me Badd"
"I Wanna Sex You Up (From ""New Jack City"")","Cassandra Mills"
"I Wanna Sex You Up (From ""New Jack City"")","Hitman Howie Tee"
"I Wanna Sex You Up (From ""New Jack City"")","Ross Sloane"
"I Wanna Sex You Up (From ""New Jack City"")","Dr. Freeze"
"I Wanna Sex You Up (From ""New Jack City"")","Elliot Straite"
"I Wanna Sex You Up (From ""New Jack City"")","Color Me Badd"
"Just A Friend","Mario"
"Just A Friend","Warryn ""Baby Dubb"" Campbell"
"Just A Friend","Warryn ""Baby Dubb"" Campbell"
"Just A Friend","Harold Lilly"
"Just A Friend","John Smith"
"Just A Friend","Biz Markie"
"Get It Poppin'","Fat Joe"
"Get It Poppin'","Nelly"
"Get It Poppin'","Scott Storch"
"Get It Poppin'","Dre"
"Get It Poppin'","Joseph Cartagena"
"Get It Poppin'","Dre"
"Get It Poppin'","Scott Storch"
"You Make Me Wanna...","Usher"
"You Make Me Wanna...","Jermaine Dupri"
"You Make Me Wanna...","Manuel Seal"
"You Make Me Wanna...","Usher"
"You Make Me Wanna...","Jermaine Dupri"
"You Make Me Wanna...","Manuel Seal"
"You Mean The World To Me","David Houston"
"You Mean The World To Me","Billy Sherrill"
"You Mean The World To Me","Billy Sherrill"
"You Mean The World To Me","Glenn Sutton"
"You Need To Calm Down","Taylor Swift"
"You Need To Calm Down","Taylor Swift"
"You Need To Calm Down","Joel Little"
"You Need To Calm Down","Taylor Swift"
"You Need To Calm Down","Joel Little"
"You Sang To Me","Marc Anthony"
"You Sang To Me","Anthony"
"You Sang To Me","Rooney"
"You Sang To Me","Marc Anthony"
"You Sang To Me","Cory Rooney"
"You Want This/70's Love Groove","Janet Jackson"
"You Want This/70's Love Groove","Janet Jackson"
"You Want This/70's Love Groove","Jimmy Jam & Terry Lewis"
"You Want This/70's Love Groove","Janet Jackson"
"You Want This/70's Love Groove","James Harris III"
"You Want This/70's Love Groove","Claydes Smith"
"You Want This/70's Love Groove","Dennis ""D.T."" Thomas"
"You Want This/70's Love Groove","Donald Boyce"
"You Want This/70's Love Groove","George Brown"
"You Want This/70's Love Groove","Richard Westfield"
"You Want This/70's Love Groove","Robert ""Kool"" Bell"
"You Want This/70's Love Groove","Robert ""Spike"" Mickens"
"You Want This/70's Love Groove","Ronald Bell"
"You Want This/70's Love Groove","Richard Dean Taylor"
"You Want This/70's Love Groove","Frank Wilson"
"You Want This/70's Love Groove","Pam Sawyer"
"You Want This/70's Love Groove","Henry Cosby"
"You Want This/70's Love Groove","Deke Richards"
"You Want This/70's Love Groove","Terry Lewis"
"You'll See","Madonna"
"You'll See","Madonna"
"You'll See","David Foster"
"You'll See","Madonna"
"You'll See","David Foster"
"You'll See","Paz Martinez (Spanish version)"
"You're Beautiful","James Blunt"
"You're Beautiful","Tom Rothrock"
"You're Beautiful","James Blunt"
"You're Beautiful","Sacha Skarbek"
"You're Beautiful","Amanda Ghost"
"You're In Love","Ratt"
"You're In Love","Beau Hill"
"You're In Love","Juan Croucier"
"You're In Love","Stephen Pearcy"
"You're Makin' Me High/Let It Flow","Toni Braxton"
"You're Makin' Me High/Let It Flow","Babyface"
"You're Makin' Me High/Let It Flow","Bryce Wilson"
"You're Makin' Me High/Let It Flow","Kenneth Edmonds"
"You're Makin' Me High/Let It Flow","Bryce Wilson"
"You're Still The One","Shania Twain"
"You're Still The One","Robert John ""Mutt"" Lange"
"You're Still The One","Shania Twain"
"You're Still The One","Robert John ""Mutt"" Lange"
"You're The One","Guerilla Black"
"You're The One","Mario Winans"
"You're The One","Mario Winans"
"You're The One","Charles Williamson"
"You're The One","Mario Winans"
"You","Bonnie Raitt"
"You","Bonnie Raitt"
"You","Bonnie Raitt"
"Young Forever","Jay-Z"
"Young Forever","Mr.Hudson"
"Young Forever","Kanye West"
"Young Forever","Shawn Carter"
"Young Forever","Marian Gold"
"Young Forever","Bernhard Lloyd"
"Young Forever","Frank Mertens"
"Youngblood","5 Seconds Of Summer"
"Youngblood","Andrew Watt"
"Youngblood","Louis Bell"
"Youngblood","Calum Hood"
"Youngblood","Ali Tamposi"
"Youngblood","Andrew Watt"
"Youngblood","Ashton Irwin"
"Youngblood","Luke Hemmings"
"Youngblood","Louis Bell"
"What's It Gonna Be?!","Busta Rhymes"
"What's It Gonna Be?!","Janet Jackson"
"What's It Gonna Be?!","Darrell ""Delite"" Allamby"
"What's It Gonna Be?!","Trevor Smith"
"What's It Gonna Be?!","Darrell Allamby"
"What's It Gonna Be?!","Antoinette Roberson"
"What's Luv?","Fat Joe"
"What's Luv?","Ashanti"
"What's Luv?","Irv Gotti"
"What's Luv?","Chink Santana"
"What's Luv?","Joseph Cartagena"
"What's Luv?","Irving Lorenzo"
"What's Luv?","Jeffrey Atkins"
"What's Luv?","Andre Parker"
"What's Luv?","Christopher Rios"
"What's Luv?","Terry Britten"
"What's My Name?","Rihanna"
"What's My Name?","Drake"
"What's My Name?","Stargate"
"What's My Name?","Kuk Harrell"
"What's My Name?","Mikkel S. Eriksen"
"What's My Name?","Tor Erik Hermansen"
"What's My Name?","Ester Dean"
"What's My Name?","Traci Hale"
"What's My Name?","Aubrey Graham"
"Whatcha Say","Jason Derulo"
"Whatcha Say","J.R. Rotem"
"Whatcha Say","Fuego"
"Whatcha Say","Jason Desrouleaux"
"Whatcha Say","Kisean Anderson"
"Whatcha Say","Achraf Baachaoui"
"Whatcha Say","J-Lex"
"Whatcha Say","Leff Row"
"Whatcha Say","J.R. Rotem"
"Whatcha Say","Imogen Heap"
"Whatever You Like","T.I."
"Whatever You Like","Jim Jonsin"
"Whatever You Like","Clifford Harris"
"Whatever You Like","James Scheffer"
